Title,HE student enrolment FTE by HE provider and level of study,,,,
Location,UK,,,,
Time period,2016/17,,,,
Data source,HESA,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,
Code page,"Unicode UTF-8 ",,,,
Disclaimer,"Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count. ",,,,
Table total,2556970,,,,
Last updated,Feb-18,,,,
,,,,,
UKPRN,HE provider,Country of HE provider,Region of HE provider,Level of study,Student count
10007783,The University of Aberdeen,All,All,Postgraduate research,875
10007783,The University of Aberdeen,All,All,Postgraduate taught,1830
10007783,The University of Aberdeen,All,All,First degree,9450
10007783,The University of Aberdeen,All,All,Other undergraduate,85
10007783,The University of Aberdeen,All,All,Total,12235
10007783,The University of Aberdeen,Scotland,All,Postgraduate research,875
10007783,The University of Aberdeen,Scotland,All,Postgraduate taught,1830
10007783,The University of Aberdeen,Scotland,All,First degree,9450
10007783,The University of Aberdeen,Scotland,All,Other undergraduate,85
10007783,The University of Aberdeen,Scotland,All,Total,12235
10007849,University of Abertay Dundee,All,All,Postgraduate research,100
10007849,University of Abertay Dundee,All,All,Postgraduate taught,200
10007849,University of Abertay Dundee,All,All,First degree,3235
10007849,University of Abertay Dundee,All,All,Other undergraduate,70
10007849,University of Abertay Dundee,All,All,Total,3605
10007849,University of Abertay Dundee,Scotland,All,Postgraduate research,100
10007849,University of Abertay Dundee,Scotland,All,Postgraduate taught,200
10007849,University of Abertay Dundee,Scotland,All,First degree,3235
10007849,University of Abertay Dundee,Scotland,All,Other undergraduate,70
10007849,University of Abertay Dundee,Scotland,All,Total,3605
10007856,Aberystwyth University,All,All,Postgraduate research,315
10007856,Aberystwyth University,All,All,Postgraduate taught,410
10007856,Aberystwyth University,All,All,First degree,5920
10007856,Aberystwyth University,All,All,Other undergraduate,225
10007856,Aberystwyth University,All,All,Total,6870
10007856,Aberystwyth University,Wales,All,Postgraduate research,315
10007856,Aberystwyth University,Wales,All,Postgraduate taught,410
10007856,Aberystwyth University,Wales,All,First degree,5920
10007856,Aberystwyth University,Wales,All,Other undergraduate,225
10007856,Aberystwyth University,Wales,All,Total,6870
10000291,Anglia Ruskin University,England,East of England,Postgraduate research,480
10000291,Anglia Ruskin University,England,East of England,Postgraduate taught,1850
10000291,Anglia Ruskin University,England,East of England,First degree,14650
10000291,Anglia Ruskin University,England,East of England,Other undergraduate,1500
10000291,Anglia Ruskin University,England,East of England,Total,18480
10000291,Anglia Ruskin University,All,All,Postgraduate research,480
10000291,Anglia Ruskin University,All,All,Postgraduate taught,1850
10000291,Anglia Ruskin University,All,All,First degree,14650
10000291,Anglia Ruskin University,All,All,Other undergraduate,1500
10000291,Anglia Ruskin University,All,All,Total,18480
10000291,Anglia Ruskin University,England,All,Postgraduate research,480
10000291,Anglia Ruskin University,England,All,Postgraduate taught,1850
10000291,Anglia Ruskin University,England,All,First degree,14650
10000291,Anglia Ruskin University,England,All,Other undergraduate,1500
10000291,Anglia Ruskin University,England,All,Total,18480
10007759,Aston University,England,West Midlands,Postgraduate research,270
10007759,Aston University,England,West Midlands,Postgraduate taught,1470
10007759,Aston University,England,West Midlands,First degree,10030
10007759,Aston University,England,West Midlands,Other undergraduate,300
10007759,Aston University,England,West Midlands,Total,12070
10007759,Aston University,All,All,Postgraduate research,270
10007759,Aston University,All,All,Postgraduate taught,1470
10007759,Aston University,All,All,First degree,10030
10007759,Aston University,All,All,Other undergraduate,300
10007759,Aston University,All,All,Total,12070
10007759,Aston University,England,All,Postgraduate research,270
10007759,Aston University,England,All,Postgraduate taught,1470
10007759,Aston University,England,All,First degree,10030
10007759,Aston University,England,All,Other undergraduate,300
10007759,Aston University,England,All,Total,12070
10007857,Bangor University,All,All,Postgraduate research,485
10007857,Bangor University,All,All,Postgraduate taught,1195
10007857,Bangor University,All,All,First degree,7705
10007857,Bangor University,All,All,Other undergraduate,220
10007857,Bangor University,All,All,Total,9605
10007857,Bangor University,Wales,All,Postgraduate research,485
10007857,Bangor University,Wales,All,Postgraduate taught,1195
10007857,Bangor University,Wales,All,First degree,7705
10007857,Bangor University,Wales,All,Other undergraduate,220
10007857,Bangor University,Wales,All,Total,9605
10000571,Bath Spa University,England,South West,Postgraduate research,85
10000571,Bath Spa University,England,South West,Postgraduate taught,945
10000571,Bath Spa University,England,South West,First degree,5725
10000571,Bath Spa University,England,South West,Other undergraduate,305
10000571,Bath Spa University,England,South West,Total,7060
10000571,Bath Spa University,All,All,Postgraduate research,85
10000571,Bath Spa University,All,All,Postgraduate taught,945
10000571,Bath Spa University,All,All,First degree,5725
10000571,Bath Spa University,All,All,Other undergraduate,305
10000571,Bath Spa University,All,All,Total,7060
10000571,Bath Spa University,England,All,Postgraduate research,85
10000571,Bath Spa University,England,All,Postgraduate taught,945
10000571,Bath Spa University,England,All,First degree,5725
10000571,Bath Spa University,England,All,Other undergraduate,305
10000571,Bath Spa University,England,All,Total,7060
10007850,The University of Bath,England,South West,Postgraduate research,1045
10007850,The University of Bath,England,South West,Postgraduate taught,1675
10007850,The University of Bath,England,South West,First degree,12540
10007850,The University of Bath,England,South West,Other undergraduate,150
10007850,The University of Bath,England,South West,Total,15415
10007850,The University of Bath,All,All,Postgraduate research,1045
10007850,The University of Bath,All,All,Postgraduate taught,1675
10007850,The University of Bath,All,All,First degree,12540
10007850,The University of Bath,All,All,Other undergraduate,150
10007850,The University of Bath,All,All,Total,15415
10007850,The University of Bath,England,All,Postgraduate research,1045
10007850,The University of Bath,England,All,Postgraduate taught,1675
10007850,The University of Bath,England,All,First degree,12540
10007850,The University of Bath,England,All,Other undergraduate,150
10007850,The University of Bath,England,All,Total,15415
10007152,University of Bedfordshire,England,East of England,Postgraduate research,175
10007152,University of Bedfordshire,England,East of England,Postgraduate taught,1440
10007152,University of Bedfordshire,England,East of England,First degree,8880
10007152,University of Bedfordshire,England,East of England,Other undergraduate,630
10007152,University of Bedfordshire,England,East of England,Total,11130
10007152,University of Bedfordshire,All,All,Postgraduate research,175
10007152,University of Bedfordshire,All,All,Postgraduate taught,1440
10007152,University of Bedfordshire,All,All,First degree,8880
10007152,University of Bedfordshire,All,All,Other undergraduate,630
10007152,University of Bedfordshire,All,All,Total,11130
10007152,University of Bedfordshire,England,All,Postgraduate research,175
10007152,University of Bedfordshire,England,All,Postgraduate taught,1440
10007152,University of Bedfordshire,England,All,First degree,8880
10007152,University of Bedfordshire,England,All,Other undergraduate,630
10007152,University of Bedfordshire,England,All,Total,11130
10005343,"The Queen's University of Belfast",All,All,Postgraduate research,1425
10005343,"The Queen's University of Belfast",All,All,Postgraduate taught,2080
10005343,"The Queen's University of Belfast",All,All,First degree,14625
10005343,"The Queen's University of Belfast",All,All,Other undergraduate,870
10005343,"The Queen's University of Belfast",All,All,Total,19000
10005343,"The Queen's University of Belfast",Northern Ireland,All,Postgraduate research,1425
10005343,"The Queen's University of Belfast",Northern Ireland,All,Postgraduate taught,2080
10005343,"The Queen's University of Belfast",Northern Ireland,All,First degree,14625
10005343,"The Queen's University of Belfast",Northern Ireland,All,Other undergraduate,870
10005343,"The Queen's University of Belfast",Northern Ireland,All,Total,19000
10007760,Birkbeck College,England,London,Postgraduate research,585
10007760,Birkbeck College,England,London,Postgraduate taught,2245
10007760,Birkbeck College,England,London,First degree,4385
10007760,Birkbeck College,England,London,Other undergraduate,1410
10007760,Birkbeck College,England,London,Total,8630
10007760,Birkbeck College,All,All,Postgraduate research,585
10007760,Birkbeck College,All,All,Postgraduate taught,2245
10007760,Birkbeck College,All,All,First degree,4385
10007760,Birkbeck College,All,All,Other undergraduate,1410
10007760,Birkbeck College,All,All,Total,8630
10007760,Birkbeck College,England,All,Postgraduate research,585
10007760,Birkbeck College,England,All,Postgraduate taught,2245
10007760,Birkbeck College,England,All,First degree,4385
10007760,Birkbeck College,England,All,Other undergraduate,1410
10007760,Birkbeck College,England,All,Total,8630
10007140,Birmingham City University,England,West Midlands,Postgraduate research,320
10007140,Birmingham City University,England,West Midlands,Postgraduate taught,2525
10007140,Birmingham City University,England,West Midlands,First degree,16345
10007140,Birmingham City University,England,West Midlands,Other undergraduate,1185
10007140,Birmingham City University,England,West Midlands,Total,20375
10007140,Birmingham City University,All,All,Postgraduate research,320
10007140,Birmingham City University,All,All,Postgraduate taught,2525
10007140,Birmingham City University,All,All,First degree,16345
10007140,Birmingham City University,All,All,Other undergraduate,1185
10007140,Birmingham City University,All,All,Total,20375
10007140,Birmingham City University,England,All,Postgraduate research,320
10007140,Birmingham City University,England,All,Postgraduate taught,2525
10007140,Birmingham City University,England,All,First degree,16345
10007140,Birmingham City University,England,All,Other undergraduate,1185
10007140,Birmingham City University,England,All,Total,20375
10006840,The University of Birmingham,England,West Midlands,Postgraduate research,2480
10006840,The University of Birmingham,England,West Midlands,Postgraduate taught,6800
10006840,The University of Birmingham,England,West Midlands,First degree,20960
10006840,The University of Birmingham,England,West Midlands,Other undergraduate,720
10006840,The University of Birmingham,England,West Midlands,Total,30960
10006840,The University of Birmingham,All,All,Postgraduate research,2480
10006840,The University of Birmingham,All,All,Postgraduate taught,6800
10006840,The University of Birmingham,All,All,First degree,20960
10006840,The University of Birmingham,All,All,Other undergraduate,720
10006840,The University of Birmingham,All,All,Total,30960
10006840,The University of Birmingham,England,All,Postgraduate research,2480
10006840,The University of Birmingham,England,All,Postgraduate taught,6800
10006840,The University of Birmingham,England,All,First degree,20960
10006840,The University of Birmingham,England,All,Other undergraduate,720
10006840,The University of Birmingham,England,All,Total,30960
10000712,University College Birmingham,England,West Midlands,Postgraduate research,0
10000712,University College Birmingham,England,West Midlands,Postgraduate taught,360
10000712,University College Birmingham,England,West Midlands,First degree,2805
10000712,University College Birmingham,England,West Midlands,Other undergraduate,1170
10000712,University College Birmingham,England,West Midlands,Total,4330
10000712,University College Birmingham,All,All,Postgraduate research,0
10000712,University College Birmingham,All,All,Postgraduate taught,360
10000712,University College Birmingham,All,All,First degree,2805
10000712,University College Birmingham,All,All,Other undergraduate,1170
10000712,University College Birmingham,All,All,Total,4330
10000712,University College Birmingham,England,All,Postgraduate research,0
10000712,University College Birmingham,England,All,Postgraduate taught,360
10000712,University College Birmingham,England,All,First degree,2805
10000712,University College Birmingham,England,All,Other undergraduate,1170
10000712,University College Birmingham,England,All,Total,4330
10007811,Bishop Grosseteste University,England,East Midlands,Postgraduate research,15
10007811,Bishop Grosseteste University,England,East Midlands,Postgraduate taught,335
10007811,Bishop Grosseteste University,England,East Midlands,First degree,1500
10007811,Bishop Grosseteste University,England,East Midlands,Other undergraduate,205
10007811,Bishop Grosseteste University,England,East Midlands,Total,2055
10007811,Bishop Grosseteste University,All,All,Postgraduate research,15
10007811,Bishop Grosseteste University,All,All,Postgraduate taught,335
10007811,Bishop Grosseteste University,All,All,First degree,1500
10007811,Bishop Grosseteste University,All,All,Other undergraduate,205
10007811,Bishop Grosseteste University,All,All,Total,2055
10007811,Bishop Grosseteste University,England,All,Postgraduate research,15
10007811,Bishop Grosseteste University,England,All,Postgraduate taught,335
10007811,Bishop Grosseteste University,England,All,First degree,1500
10007811,Bishop Grosseteste University,England,All,Other undergraduate,205
10007811,Bishop Grosseteste University,England,All,Total,2055
10006841,The University of Bolton,England,North West,Postgraduate research,155
10006841,The University of Bolton,England,North West,Postgraduate taught,400
10006841,The University of Bolton,England,North West,First degree,3525
10006841,The University of Bolton,England,North West,Other undergraduate,865
10006841,The University of Bolton,England,North West,Total,4945
10006841,The University of Bolton,All,All,Postgraduate research,155
10006841,The University of Bolton,All,All,Postgraduate taught,400
10006841,The University of Bolton,All,All,First degree,3525
10006841,The University of Bolton,All,All,Other undergraduate,865
10006841,The University of Bolton,All,All,Total,4945
10006841,The University of Bolton,England,All,Postgraduate research,155
10006841,The University of Bolton,England,All,Postgraduate taught,400
10006841,The University of Bolton,England,All,First degree,3525
10006841,The University of Bolton,England,All,Other undergraduate,865
10006841,The University of Bolton,England,All,Total,4945
10000385,The Arts University Bournemouth,England,South West,Postgraduate research,5
10000385,The Arts University Bournemouth,England,South West,Postgraduate taught,80
10000385,The Arts University Bournemouth,England,South West,First degree,3095
10000385,The Arts University Bournemouth,England,South West,Other undergraduate,0
10000385,The Arts University Bournemouth,England,South West,Total,3180
10000385,The Arts University Bournemouth,All,All,Postgraduate research,5
10000385,The Arts University Bournemouth,All,All,Postgraduate taught,80
10000385,The Arts University Bournemouth,All,All,First degree,3095
10000385,The Arts University Bournemouth,All,All,Other undergraduate,0
10000385,The Arts University Bournemouth,All,All,Total,3180
10000385,The Arts University Bournemouth,England,All,Postgraduate research,5
10000385,The Arts University Bournemouth,England,All,Postgraduate taught,80
10000385,The Arts University Bournemouth,England,All,First degree,3095
10000385,The Arts University Bournemouth,England,All,Other undergraduate,0
10000385,The Arts University Bournemouth,England,All,Total,3180
10000824,Bournemouth University,England,South West,Postgraduate research,425
10000824,Bournemouth University,England,South West,Postgraduate taught,1630
10000824,Bournemouth University,England,South West,First degree,13225
10000824,Bournemouth University,England,South West,Other undergraduate,560
10000824,Bournemouth University,England,South West,Total,15840
10000824,Bournemouth University,All,All,Postgraduate research,425
10000824,Bournemouth University,All,All,Postgraduate taught,1630
10000824,Bournemouth University,All,All,First degree,13225
10000824,Bournemouth University,All,All,Other undergraduate,560
10000824,Bournemouth University,All,All,Total,15840
10000824,Bournemouth University,England,All,Postgraduate research,425
10000824,Bournemouth University,England,All,Postgraduate taught,1630
10000824,Bournemouth University,England,All,First degree,13225
10000824,Bournemouth University,England,All,Other undergraduate,560
10000824,Bournemouth University,England,All,Total,15840
10007785,The University of Bradford,England,Yorkshire and The Humber,Postgraduate research,315
10007785,The University of Bradford,England,Yorkshire and The Humber,Postgraduate taught,1090
10007785,The University of Bradford,England,Yorkshire and The Humber,First degree,7445
10007785,The University of Bradford,England,Yorkshire and The Humber,Other undergraduate,95
10007785,The University of Bradford,England,Yorkshire and The Humber,Total,8945
10007785,The University of Bradford,All,All,Postgraduate research,315
10007785,The University of Bradford,All,All,Postgraduate taught,1090
10007785,The University of Bradford,All,All,First degree,7445
10007785,The University of Bradford,All,All,Other undergraduate,95
10007785,The University of Bradford,All,All,Total,8945
10007785,The University of Bradford,England,All,Postgraduate research,315
10007785,The University of Bradford,England,All,Postgraduate taught,1090
10007785,The University of Bradford,England,All,First degree,7445
10007785,The University of Bradford,England,All,Other undergraduate,95
10007785,The University of Bradford,England,All,Total,8945
10000886,The University of Brighton,England,South East,Postgraduate research,330
10000886,The University of Brighton,England,South East,Postgraduate taught,1885
10000886,The University of Brighton,England,South East,First degree,15145
10000886,The University of Brighton,England,South East,Other undergraduate,495
10000886,The University of Brighton,England,South East,Total,17855
10000886,The University of Brighton,All,All,Postgraduate research,330
10000886,The University of Brighton,All,All,Postgraduate taught,1885
10000886,The University of Brighton,All,All,First degree,15145
10000886,The University of Brighton,All,All,Other undergraduate,495
10000886,The University of Brighton,All,All,Total,17855
10000886,The University of Brighton,England,All,Postgraduate research,330
10000886,The University of Brighton,England,All,Postgraduate taught,1885
10000886,The University of Brighton,England,All,First degree,15145
10000886,The University of Brighton,England,All,Other undergraduate,495
10000886,The University of Brighton,England,All,Total,17855
10000936,The University College of Osteopathy,England,London,Postgraduate research,0
10000936,The University College of Osteopathy,England,London,Postgraduate taught,35
10000936,The University College of Osteopathy,England,London,First degree,360
10000936,The University College of Osteopathy,England,London,Other undergraduate,0
10000936,The University College of Osteopathy,England,London,Total,395
10000936,The University College of Osteopathy,All,All,Postgraduate research,0
10000936,The University College of Osteopathy,All,All,Postgraduate taught,35
10000936,The University College of Osteopathy,All,All,First degree,360
10000936,The University College of Osteopathy,All,All,Other undergraduate,0
10000936,The University College of Osteopathy,All,All,Total,395
10000936,The University College of Osteopathy,England,All,Postgraduate research,0
10000936,The University College of Osteopathy,England,All,Postgraduate taught,35
10000936,The University College of Osteopathy,England,All,First degree,360
10000936,The University College of Osteopathy,England,All,Other undergraduate,0
10000936,The University College of Osteopathy,England,All,Total,395
10007786,The University of Bristol,England,South West,Postgraduate research,1925
10007786,The University of Bristol,England,South West,Postgraduate taught,2930
10007786,The University of Bristol,England,South West,First degree,17020
10007786,The University of Bristol,England,South West,Other undergraduate,30
10007786,The University of Bristol,England,South West,Total,21905
10007786,The University of Bristol,All,All,Postgraduate research,1925
10007786,The University of Bristol,All,All,Postgraduate taught,2930
10007786,The University of Bristol,All,All,First degree,17020
10007786,The University of Bristol,All,All,Other undergraduate,30
10007786,The University of Bristol,All,All,Total,21905
10007786,The University of Bristol,England,All,Postgraduate research,1925
10007786,The University of Bristol,England,All,Postgraduate taught,2930
10007786,The University of Bristol,England,All,First degree,17020
10007786,The University of Bristol,England,All,Other undergraduate,30
10007786,The University of Bristol,England,All,Total,21905
10000961,Brunel University London,England,London,Postgraduate research,450
10000961,Brunel University London,England,London,Postgraduate taught,1900
10000961,Brunel University London,England,London,First degree,9505
10000961,Brunel University London,England,London,Other undergraduate,35
10000961,Brunel University London,England,London,Total,11890
10000961,Brunel University London,All,All,Postgraduate research,450
10000961,Brunel University London,All,All,Postgraduate taught,1900
10000961,Brunel University London,All,All,First degree,9505
10000961,Brunel University London,All,All,Other undergraduate,35
10000961,Brunel University London,All,All,Total,11890
10000961,Brunel University London,England,All,Postgraduate research,450
10000961,Brunel University London,England,All,Postgraduate taught,1900
10000961,Brunel University London,England,All,First degree,9505
10000961,Brunel University London,England,All,Other undergraduate,35
10000961,Brunel University London,England,All,Total,11890
10000975,Buckinghamshire New University,England,South East,Postgraduate research,25
10000975,Buckinghamshire New University,England,South East,Postgraduate taught,365
10000975,Buckinghamshire New University,England,South East,First degree,5860
10000975,Buckinghamshire New University,England,South East,Other undergraduate,775
10000975,Buckinghamshire New University,England,South East,Total,7020
10000975,Buckinghamshire New University,All,All,Postgraduate research,25
10000975,Buckinghamshire New University,All,All,Postgraduate taught,365
10000975,Buckinghamshire New University,All,All,First degree,5860
10000975,Buckinghamshire New University,All,All,Other undergraduate,775
10000975,Buckinghamshire New University,All,All,Total,7020
10000975,Buckinghamshire New University,England,All,Postgraduate research,25
10000975,Buckinghamshire New University,England,All,Postgraduate taught,365
10000975,Buckinghamshire New University,England,All,First degree,5860
10000975,Buckinghamshire New University,England,All,Other undergraduate,775
10000975,Buckinghamshire New University,England,All,Total,7020
10007787,The University of Buckingham,England,South East,Postgraduate research,175
10007787,The University of Buckingham,England,South East,Postgraduate taught,475
10007787,The University of Buckingham,England,South East,First degree,1100
10007787,The University of Buckingham,England,South East,Other undergraduate,0
10007787,The University of Buckingham,England,South East,Total,1745
10007787,The University of Buckingham,All,All,Postgraduate research,175
10007787,The University of Buckingham,All,All,Postgraduate taught,475
10007787,The University of Buckingham,All,All,First degree,1100
10007787,The University of Buckingham,All,All,Other undergraduate,0
10007787,The University of Buckingham,All,All,Total,1745
10007787,The University of Buckingham,England,All,Postgraduate research,175
10007787,The University of Buckingham,England,All,Postgraduate taught,475
10007787,The University of Buckingham,England,All,First degree,1100
10007787,The University of Buckingham,England,All,Other undergraduate,0
10007787,The University of Buckingham,England,All,Total,1745
10007788,The University of Cambridge,England,East of England,Postgraduate research,5170
10007788,The University of Cambridge,England,East of England,Postgraduate taught,2000
10007788,The University of Cambridge,England,East of England,First degree,11845
10007788,The University of Cambridge,England,East of England,Other undergraduate,180
10007788,The University of Cambridge,England,East of England,Total,19205
10007788,The University of Cambridge,All,All,Postgraduate research,5170
10007788,The University of Cambridge,All,All,Postgraduate taught,2000
10007788,The University of Cambridge,All,All,First degree,11845
10007788,The University of Cambridge,All,All,Other undergraduate,180
10007788,The University of Cambridge,All,All,Total,19205
10007788,The University of Cambridge,England,All,Postgraduate research,5170
10007788,The University of Cambridge,England,All,Postgraduate taught,2000
10007788,The University of Cambridge,England,All,First degree,11845
10007788,The University of Cambridge,England,All,Other undergraduate,180
10007788,The University of Cambridge,England,All,Total,19205
10003324,The Institute of Cancer Research,England,London,Postgraduate research,145
10003324,The Institute of Cancer Research,England,London,Postgraduate taught,50
10003324,The Institute of Cancer Research,England,London,First degree,0
10003324,The Institute of Cancer Research,England,London,Other undergraduate,0
10003324,The Institute of Cancer Research,England,London,Total,195
10003324,The Institute of Cancer Research,All,All,Postgraduate research,145
10003324,The Institute of Cancer Research,All,All,Postgraduate taught,50
10003324,The Institute of Cancer Research,All,All,First degree,0
10003324,The Institute of Cancer Research,All,All,Other undergraduate,0
10003324,The Institute of Cancer Research,All,All,Total,195
10003324,The Institute of Cancer Research,England,All,Postgraduate research,145
10003324,The Institute of Cancer Research,England,All,Postgraduate taught,50
10003324,The Institute of Cancer Research,England,All,First degree,0
10003324,The Institute of Cancer Research,England,All,Other undergraduate,0
10003324,The Institute of Cancer Research,England,All,Total,195
10001143,Canterbury Christ Church University,England,South East,Postgraduate research,390
10001143,Canterbury Christ Church University,England,South East,Postgraduate taught,990
10001143,Canterbury Christ Church University,England,South East,First degree,9360
10001143,Canterbury Christ Church University,England,South East,Other undergraduate,1255
10001143,Canterbury Christ Church University,England,South East,Total,11995
10001143,Canterbury Christ Church University,All,All,Postgraduate research,390
10001143,Canterbury Christ Church University,All,All,Postgraduate taught,990
10001143,Canterbury Christ Church University,All,All,First degree,9360
10001143,Canterbury Christ Church University,All,All,Other undergraduate,1255
10001143,Canterbury Christ Church University,All,All,Total,11995
10001143,Canterbury Christ Church University,England,All,Postgraduate research,390
10001143,Canterbury Christ Church University,England,All,Postgraduate taught,990
10001143,Canterbury Christ Church University,England,All,First degree,9360
10001143,Canterbury Christ Church University,England,All,Other undergraduate,1255
10001143,Canterbury Christ Church University,England,All,Total,11995
10007814,Cardiff University,All,All,Postgraduate research,1800
10007814,Cardiff University,All,All,Postgraduate taught,4345
10007814,Cardiff University,All,All,First degree,19135
10007814,Cardiff University,All,All,Other undergraduate,740
10007814,Cardiff University,All,All,Total,26025
10007814,Cardiff University,Wales,All,Postgraduate research,1800
10007814,Cardiff University,Wales,All,Postgraduate taught,4345
10007814,Cardiff University,Wales,All,First degree,19135
10007814,Cardiff University,Wales,All,Other undergraduate,740
10007814,Cardiff University,Wales,All,Total,26025
10007854,Cardiff Metropolitan University,All,All,Postgraduate research,190
10007854,Cardiff Metropolitan University,All,All,Postgraduate taught,1190
10007854,Cardiff Metropolitan University,All,All,First degree,7615
10007854,Cardiff Metropolitan University,All,All,Other undergraduate,300
10007854,Cardiff Metropolitan University,All,All,Total,9300
10007854,Cardiff Metropolitan University,Wales,All,Postgraduate research,190
10007854,Cardiff Metropolitan University,Wales,All,Postgraduate taught,1190
10007854,Cardiff Metropolitan University,Wales,All,First degree,7615
10007854,Cardiff Metropolitan University,Wales,All,Other undergraduate,300
10007854,Cardiff Metropolitan University,Wales,All,Total,9300
10007141,The University of Central Lancashire,England,North West,Postgraduate research,480
10007141,The University of Central Lancashire,England,North West,Postgraduate taught,2100
10007141,The University of Central Lancashire,England,North West,First degree,16215
10007141,The University of Central Lancashire,England,North West,Other undergraduate,1305
10007141,The University of Central Lancashire,England,North West,Total,20105
10007141,The University of Central Lancashire,All,All,Postgraduate research,480
10007141,The University of Central Lancashire,All,All,Postgraduate taught,2100
10007141,The University of Central Lancashire,All,All,First degree,16215
10007141,The University of Central Lancashire,All,All,Other undergraduate,1305
10007141,The University of Central Lancashire,All,All,Total,20105
10007141,The University of Central Lancashire,England,All,Postgraduate research,480
10007141,The University of Central Lancashire,England,All,Postgraduate taught,2100
10007141,The University of Central Lancashire,England,All,First degree,16215
10007141,The University of Central Lancashire,England,All,Other undergraduate,1305
10007141,The University of Central Lancashire,England,All,Total,20105
10007848,University of Chester,England,North West,Postgraduate research,250
10007848,University of Chester,England,North West,Postgraduate taught,1455
10007848,University of Chester,England,North West,First degree,9150
10007848,University of Chester,England,North West,Other undergraduate,635
10007848,University of Chester,England,North West,Total,11495
10007848,University of Chester,All,All,Postgraduate research,250
10007848,University of Chester,All,All,Postgraduate taught,1455
10007848,University of Chester,All,All,First degree,9150
10007848,University of Chester,All,All,Other undergraduate,635
10007848,University of Chester,All,All,Total,11495
10007848,University of Chester,England,All,Postgraduate research,250
10007848,University of Chester,England,All,Postgraduate taught,1455
10007848,University of Chester,England,All,First degree,9150
10007848,University of Chester,England,All,Other undergraduate,635
10007848,University of Chester,England,All,Total,11495
10007137,The University of Chichester,England,South East,Postgraduate research,55
10007137,The University of Chichester,England,South East,Postgraduate taught,410
10007137,The University of Chichester,England,South East,First degree,4115
10007137,The University of Chichester,England,South East,Other undergraduate,220
10007137,The University of Chichester,England,South East,Total,4795
10007137,The University of Chichester,All,All,Postgraduate research,55
10007137,The University of Chichester,All,All,Postgraduate taught,410
10007137,The University of Chichester,All,All,First degree,4115
10007137,The University of Chichester,All,All,Other undergraduate,220
10007137,The University of Chichester,All,All,Total,4795
10007137,The University of Chichester,England,All,Postgraduate research,55
10007137,The University of Chichester,England,All,Postgraduate taught,410
10007137,The University of Chichester,England,All,First degree,4115
10007137,The University of Chichester,England,All,Other undergraduate,220
10007137,The University of Chichester,England,All,Total,4795
10001478,"City, University of London",England,London,Postgraduate research,445
10001478,"City, University of London",England,London,Postgraduate taught,4415
10001478,"City, University of London",England,London,First degree,8870
10001478,"City, University of London",England,London,Other undergraduate,370
10001478,"City, University of London",England,London,Total,14100
10001478,"City, University of London",All,All,Postgraduate research,445
10001478,"City, University of London",All,All,Postgraduate taught,4415
10001478,"City, University of London",All,All,First degree,8870
10001478,"City, University of London",All,All,Other undergraduate,370
10001478,"City, University of London",All,All,Total,14100
10001478,"City, University of London",England,All,Postgraduate research,445
10001478,"City, University of London",England,All,Postgraduate taught,4415
10001478,"City, University of London",England,All,First degree,8870
10001478,"City, University of London",England,All,Other undergraduate,370
10001478,"City, University of London",England,All,Total,14100
10001653,Conservatoire for Dance and Drama,England,London,Postgraduate research,0
10001653,Conservatoire for Dance and Drama,England,London,Postgraduate taught,150
10001653,Conservatoire for Dance and Drama,England,London,First degree,655
10001653,Conservatoire for Dance and Drama,England,London,Other undergraduate,470
10001653,Conservatoire for Dance and Drama,England,London,Total,1275
10001653,Conservatoire for Dance and Drama,All,All,Postgraduate research,0
10001653,Conservatoire for Dance and Drama,All,All,Postgraduate taught,150
10001653,Conservatoire for Dance and Drama,All,All,First degree,655
10001653,Conservatoire for Dance and Drama,All,All,Other undergraduate,470
10001653,Conservatoire for Dance and Drama,All,All,Total,1275
10001653,Conservatoire for Dance and Drama,England,All,Postgraduate research,0
10001653,Conservatoire for Dance and Drama,England,All,Postgraduate taught,150
10001653,Conservatoire for Dance and Drama,England,All,First degree,655
10001653,Conservatoire for Dance and Drama,England,All,Other undergraduate,470
10001653,Conservatoire for Dance and Drama,England,All,Total,1275
10007761,Courtauld Institute of Art,England,London,Postgraduate research,55
10007761,Courtauld Institute of Art,England,London,Postgraduate taught,240
10007761,Courtauld Institute of Art,England,London,First degree,195
10007761,Courtauld Institute of Art,England,London,Other undergraduate,0
10007761,Courtauld Institute of Art,England,London,Total,485
10007761,Courtauld Institute of Art,All,All,Postgraduate research,55
10007761,Courtauld Institute of Art,All,All,Postgraduate taught,240
10007761,Courtauld Institute of Art,All,All,First degree,195
10007761,Courtauld Institute of Art,All,All,Other undergraduate,0
10007761,Courtauld Institute of Art,All,All,Total,485
10007761,Courtauld Institute of Art,England,All,Postgraduate research,55
10007761,Courtauld Institute of Art,England,All,Postgraduate taught,240
10007761,Courtauld Institute of Art,England,All,First degree,195
10007761,Courtauld Institute of Art,England,All,Other undergraduate,0
10007761,Courtauld Institute of Art,England,All,Total,485
10001726,Coventry University,England,West Midlands,Postgraduate research,400
10001726,Coventry University,England,West Midlands,Postgraduate taught,3780
