Title,"HE qualifiers by HE provider, level of qualification obtained and classification of first degree",,,,,
Location,UK,,,,,
Time period,2016/17,,,,,
Data source,HESA,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-16,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,
Code page,Unicode UTF-8 ,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count. ,,,,,
Table total,757300,,,,,
Last updated,Feb-18,,,,,
,,,,,,
UKPRN,HE provider,Country of HE provider,Region of HE provider,Qualification/Classification marker,Level of qualification/Degree classification,Student count
10007788,The University of Cambridge,All,All,First degree classification,Lower second class honours,165
10007788,The University of Cambridge,All,All,First degree classification,Third class honours/Pass,55
10007788,The University of Cambridge,All,All,First degree classification,Unclassified,600
10007788,The University of Cambridge,All,All,First degree classification,Classification not applicable,4455
10007788,The University of Cambridge,All,All,Level of qualification,Total undergraduate,3250
10007788,The University of Cambridge,All,All,Level of qualification,Total postgraduate,4425
10007788,The University of Cambridge,England,All,Level of qualification,Other postgraduate research,1175
10007788,The University of Cambridge,England,All,Level of qualification,Postgraduate certificate in education,270
10007788,The University of Cambridge,England,All,Level of qualification,Other postgraduate taught,185
10007788,The University of Cambridge,England,All,Level of qualification,First degree,3220
10007788,The University of Cambridge,England,All,Level of qualification,Foundation degree,0
10007788,The University of Cambridge,England,All,Level of qualification,HNC/HND,0
10007788,The University of Cambridge,England,All,Level of qualification,Masters taught,1625
10007788,The University of Cambridge,England,All,Level of qualification,Doctorate research,1170
10007788,The University of Cambridge,England,All,Level of qualification,Professional graduate certificate in education,0
10007788,The University of Cambridge,England,All,Level of qualification,Other undergraduate,30
10007788,The University of Cambridge,England,All,Level of qualification,Total,7670
10007788,The University of Cambridge,England,All,First degree classification,First class honours,880
10007788,The University of Cambridge,England,All,First degree classification,Upper second class honours,1525
10007788,The University of Cambridge,England,All,First degree classification,Lower second class honours,165
10007788,The University of Cambridge,England,All,First degree classification,Third class honours/Pass,55
10007788,The University of Cambridge,England,All,First degree classification,Unclassified,600
10007788,The University of Cambridge,England,All,First degree classification,Classification not applicable,4455
10007788,The University of Cambridge,England,All,Level of qualification,Total undergraduate,3250
10007788,The University of Cambridge,England,All,Level of qualification,Total postgraduate,4425
10003324,The Institute of Cancer Research,England,London,Level of qualification,Other postgraduate research,5
10003324,The Institute of Cancer Research,England,London,Level of qualification,Postgraduate certificate in education,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Other postgraduate taught,45
10003324,The Institute of Cancer Research,England,London,Level of qualification,First degree,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Foundation degree,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,HNC/HND,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Masters taught,10
10003324,The Institute of Cancer Research,England,London,Level of qualification,Doctorate research,25
10003324,The Institute of Cancer Research,England,London,Level of qualification,Professional graduate certificate in education,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Other undergraduate,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Total,90
10003324,The Institute of Cancer Research,England,London,First degree classification,First class honours,0
10003324,The Institute of Cancer Research,England,London,First degree classification,Upper second class honours,0
10003324,The Institute of Cancer Research,England,London,First degree classification,Lower second class honours,0
10003324,The Institute of Cancer Research,England,London,First degree classification,Third class honours/Pass,0
10003324,The Institute of Cancer Research,England,London,First degree classification,Unclassified,0
10003324,The Institute of Cancer Research,England,London,First degree classification,Classification not applicable,90
10003324,The Institute of Cancer Research,England,London,Level of qualification,Total undergraduate,0
10003324,The Institute of Cancer Research,England,London,Level of qualification,Total postgraduate,90
10003324,The Institute of Cancer Research,All,All,Level of qualification,Other postgraduate research,5
10003324,The Institute of Cancer Research,All,All,Level of qualification,Postgraduate certificate in education,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Other postgraduate taught,45
10003324,The Institute of Cancer Research,All,All,Level of qualification,First degree,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Foundation degree,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,HNC/HND,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Masters taught,10
10003324,The Institute of Cancer Research,All,All,Level of qualification,Doctorate research,25
10003324,The Institute of Cancer Research,All,All,Level of qualification,Professional graduate certificate in education,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Other undergraduate,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Total,90
10003324,The Institute of Cancer Research,All,All,First degree classification,First class honours,0
10003324,The Institute of Cancer Research,All,All,First degree classification,Upper second class honours,0
10003324,The Institute of Cancer Research,All,All,First degree classification,Lower second class honours,0
10003324,The Institute of Cancer Research,All,All,First degree classification,Third class honours/Pass,0
10003324,The Institute of Cancer Research,All,All,First degree classification,Unclassified,0
10003324,The Institute of Cancer Research,All,All,First degree classification,Classification not applicable,90
10003324,The Institute of Cancer Research,All,All,Level of qualification,Total undergraduate,0
10003324,The Institute of Cancer Research,All,All,Level of qualification,Total postgraduate,90
10003324,The Institute of Cancer Research,England,All,Level of qualification,Other postgraduate research,5
10003324,The Institute of Cancer Research,England,All,Level of qualification,Postgraduate certificate in education,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Other postgraduate taught,45
10003324,The Institute of Cancer Research,England,All,Level of qualification,First degree,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Foundation degree,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,HNC/HND,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Masters taught,10
10003324,The Institute of Cancer Research,England,All,Level of qualification,Doctorate research,25
10003324,The Institute of Cancer Research,England,All,Level of qualification,Professional graduate certificate in education,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Other undergraduate,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Total,90
10003324,The Institute of Cancer Research,England,All,First degree classification,First class honours,0
10003324,The Institute of Cancer Research,England,All,First degree classification,Upper second class honours,0
10003324,The Institute of Cancer Research,England,All,First degree classification,Lower second class honours,0
10003324,The Institute of Cancer Research,England,All,First degree classification,Third class honours/Pass,0
10003324,The Institute of Cancer Research,England,All,First degree classification,Unclassified,0
10003324,The Institute of Cancer Research,England,All,First degree classification,Classification not applicable,90
10003324,The Institute of Cancer Research,England,All,Level of qualification,Total undergraduate,0
10003324,The Institute of Cancer Research,England,All,Level of qualification,Total postgraduate,90
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Other postgraduate research,20
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Postgraduate certificate in education,405
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Other postgraduate taught,405
10001143,Canterbury Christ Church University,England,South East,Level of qualification,First degree,3060
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Foundation degree,270
10001143,Canterbury Christ Church University,England,South East,Level of qualification,HNC/HND,15
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Masters taught,225
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Doctorate research,55
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Professional graduate certificate in education,225
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Other undergraduate,765
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Total,5445
10001143,Canterbury Christ Church University,England,South East,First degree classification,First class honours,625
10001143,Canterbury Christ Church University,England,South East,First degree classification,Upper second class honours,1535
10001143,Canterbury Christ Church University,England,South East,First degree classification,Lower second class honours,730
10001143,Canterbury Christ Church University,England,South East,First degree classification,Third class honours/Pass,165
10001143,Canterbury Christ Church University,England,South East,First degree classification,Unclassified,0
10001143,Canterbury Christ Church University,England,South East,First degree classification,Classification not applicable,2385
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Total undergraduate,4335
10001143,Canterbury Christ Church University,England,South East,Level of qualification,Total postgraduate,1110
10001143,Canterbury Christ Church University,All,All,Level of qualification,Other postgraduate research,20
10001143,Canterbury Christ Church University,All,All,Level of qualification,Postgraduate certificate in education,405
10001143,Canterbury Christ Church University,All,All,Level of qualification,Other postgraduate taught,405
10001143,Canterbury Christ Church University,All,All,Level of qualification,First degree,3060
10001143,Canterbury Christ Church University,All,All,Level of qualification,Foundation degree,270
10001143,Canterbury Christ Church University,All,All,Level of qualification,HNC/HND,15
10001143,Canterbury Christ Church University,All,All,Level of qualification,Masters taught,225
10001143,Canterbury Christ Church University,All,All,Level of qualification,Doctorate research,55
10001143,Canterbury Christ Church University,All,All,Level of qualification,Professional graduate certificate in education,225
10001143,Canterbury Christ Church University,All,All,Level of qualification,Other undergraduate,765
10001143,Canterbury Christ Church University,All,All,Level of qualification,Total,5445
10001143,Canterbury Christ Church University,All,All,First degree classification,First class honours,625
10001143,Canterbury Christ Church University,All,All,First degree classification,Upper second class honours,1535
10001143,Canterbury Christ Church University,All,All,First degree classification,Lower second class honours,730
10001143,Canterbury Christ Church University,All,All,First degree classification,Third class honours/Pass,165
10001143,Canterbury Christ Church University,All,All,First degree classification,Unclassified,0
10001143,Canterbury Christ Church University,All,All,First degree classification,Classification not applicable,2385
10001143,Canterbury Christ Church University,All,All,Level of qualification,Total undergraduate,4335
10001143,Canterbury Christ Church University,All,All,Level of qualification,Total postgraduate,1110
10001143,Canterbury Christ Church University,England,All,Level of qualification,Other postgraduate research,20
10001143,Canterbury Christ Church University,England,All,Level of qualification,Postgraduate certificate in education,405
10001143,Canterbury Christ Church University,England,All,Level of qualification,Other postgraduate taught,405
10001143,Canterbury Christ Church University,England,All,Level of qualification,First degree,3060
10001143,Canterbury Christ Church University,England,All,Level of qualification,Foundation degree,270
10001143,Canterbury Christ Church University,England,All,Level of qualification,HNC/HND,15
10001143,Canterbury Christ Church University,England,All,Level of qualification,Masters taught,225
10001143,Canterbury Christ Church University,England,All,Level of qualification,Doctorate research,55
10001143,Canterbury Christ Church University,England,All,Level of qualification,Professional graduate certificate in education,225
10001143,Canterbury Christ Church University,England,All,Level of qualification,Other undergraduate,765
10001143,Canterbury Christ Church University,England,All,Level of qualification,Total,5445
10001143,Canterbury Christ Church University,England,All,First degree classification,First class honours,625
10001143,Canterbury Christ Church University,England,All,First degree classification,Upper second class honours,1535
10001143,Canterbury Christ Church University,England,All,First degree classification,Lower second class honours,730
10001143,Canterbury Christ Church University,England,All,First degree classification,Third class honours/Pass,165
10001143,Canterbury Christ Church University,England,All,First degree classification,Unclassified,0
10001143,Canterbury Christ Church University,England,All,First degree classification,Classification not applicable,2385
10001143,Canterbury Christ Church University,England,All,Level of qualification,Total undergraduate,4335
10001143,Canterbury Christ Church University,England,All,Level of qualification,Total postgraduate,1110
10007814,Cardiff University,All,All,Level of qualification,Other postgraduate research,20
10007814,Cardiff University,All,All,Level of qualification,Postgraduate certificate in education,0
10007814,Cardiff University,All,All,Level of qualification,Other postgraduate taught,1055
10007814,Cardiff University,All,All,Level of qualification,First degree,5215
10007814,Cardiff University,All,All,Level of qualification,Foundation degree,0
10007814,Cardiff University,All,All,Level of qualification,HNC/HND,0
10007814,Cardiff University,All,All,Level of qualification,Masters taught,2840
10007814,Cardiff University,All,All,Level of qualification,Doctorate research,435
10007814,Cardiff University,All,All,Level of qualification,Professional graduate certificate in education,0
10007814,Cardiff University,All,All,Level of qualification,Other undergraduate,435
10007814,Cardiff University,All,All,Level of qualification,Total,9995
10007814,Cardiff University,All,All,First degree classification,First class honours,1250
10007814,Cardiff University,All,All,First degree classification,Upper second class honours,2625
10007814,Cardiff University,All,All,First degree classification,Lower second class honours,910
10007814,Cardiff University,All,All,First degree classification,Third class honours/Pass,130
10007814,Cardiff University,All,All,First degree classification,Unclassified,300
10007814,Cardiff University,All,All,First degree classification,Classification not applicable,4780
10007814,Cardiff University,All,All,Level of qualification,Total undergraduate,5650
10007814,Cardiff University,All,All,Level of qualification,Total postgraduate,4350
10007814,Cardiff University,Wales,All,Level of qualification,Other postgraduate research,20
10007814,Cardiff University,Wales,All,Level of qualification,Postgraduate certificate in education,0
10007814,Cardiff University,Wales,All,Level of qualification,Other postgraduate taught,1055
10007814,Cardiff University,Wales,All,Level of qualification,First degree,5215
10007814,Cardiff University,Wales,All,Level of qualification,Foundation degree,0
10007814,Cardiff University,Wales,All,Level of qualification,HNC/HND,0
10007814,Cardiff University,Wales,All,Level of qualification,Masters taught,2840
10007814,Cardiff University,Wales,All,Level of qualification,Doctorate research,435
10007814,Cardiff University,Wales,All,Level of qualification,Professional graduate certificate in education,0
10007814,Cardiff University,Wales,All,Level of qualification,Other undergraduate,435
10007814,Cardiff University,Wales,All,Level of qualification,Total,9995
10007814,Cardiff University,Wales,All,First degree classification,First class honours,1250
10007814,Cardiff University,Wales,All,First degree classification,Upper second class honours,2625
10007814,Cardiff University,Wales,All,First degree classification,Lower second class honours,910
10007814,Cardiff University,Wales,All,First degree classification,Third class honours/Pass,130
10007814,Cardiff University,Wales,All,First degree classification,Unclassified,300
10007814,Cardiff University,Wales,All,First degree classification,Classification not applicable,4780
10007814,Cardiff University,Wales,All,Level of qualification,Total undergraduate,5650
10007814,Cardiff University,Wales,All,Level of qualification,Total postgraduate,4350
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Other postgraduate research,0
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Postgraduate certificate in education,290
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Other postgraduate taught,170
10007854,Cardiff Metropolitan University,All,All,Level of qualification,First degree,2480
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Foundation degree,25
10007854,Cardiff Metropolitan University,All,All,Level of qualification,HNC/HND,55
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Masters taught,695
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Doctorate research,40
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Professional graduate certificate in education,15
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Other undergraduate,240
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Total,4015
10007854,Cardiff Metropolitan University,All,All,First degree classification,First class honours,525
10007854,Cardiff Metropolitan University,All,All,First degree classification,Upper second class honours,1065
10007854,Cardiff Metropolitan University,All,All,First degree classification,Lower second class honours,705
10007854,Cardiff Metropolitan University,All,All,First degree classification,Third class honours/Pass,145
10007854,Cardiff Metropolitan University,All,All,First degree classification,Unclassified,35
10007854,Cardiff Metropolitan University,All,All,First degree classification,Classification not applicable,1535
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Total undergraduate,2815
10007854,Cardiff Metropolitan University,All,All,Level of qualification,Total postgraduate,1200
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Other postgraduate research,0
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Postgraduate certificate in education,290
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Other postgraduate taught,170
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,First degree,2480
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Foundation degree,25
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,HNC/HND,55
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Masters taught,695
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Doctorate research,40
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Professional graduate certificate in education,15
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Other undergraduate,240
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Total,4015
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,First class honours,525
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,Upper second class honours,1065
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,Lower second class honours,705
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,Third class honours/Pass,145
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,Unclassified,35
10007854,Cardiff Metropolitan University,Wales,All,First degree classification,Classification not applicable,1535
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Total undergraduate,2815
10007854,Cardiff Metropolitan University,Wales,All,Level of qualification,Total postgraduate,1200
10007141,The University of Central Lancashire,England,North West,Level of qualification,Other postgraduate research,5
10007141,The University of Central Lancashire,England,North West,Level of qualification,Postgraduate certificate in education,45
10007141,The University of Central Lancashire,England,North West,Level of qualification,Other postgraduate taught,435
10007141,The University of Central Lancashire,England,North West,Level of qualification,First degree,4880
10007141,The University of Central Lancashire,England,North West,Level of qualification,Foundation degree,250
10007141,The University of Central Lancashire,England,North West,Level of qualification,HNC/HND,130
10007141,The University of Central Lancashire,England,North West,Level of qualification,Masters taught,555
10007141,The University of Central Lancashire,England,North West,Level of qualification,Doctorate research,55
10007141,The University of Central Lancashire,England,North West,Level of qualification,Professional graduate certificate in education,0
10007141,The University of Central Lancashire,England,North West,Level of qualification,Other undergraduate,1130
10007141,The University of Central Lancashire,England,North West,Level of qualification,Total,7485
10007141,The University of Central Lancashire,England,North West,First degree classification,First class honours,1265
10007141,The University of Central Lancashire,England,North West,First degree classification,Upper second class honours,1960
10007141,The University of Central Lancashire,England,North West,First degree classification,Lower second class honours,1130
10007141,The University of Central Lancashire,England,North West,First degree classification,Third class honours/Pass,305
10007141,The University of Central Lancashire,England,North West,First degree classification,Unclassified,220
10007141,The University of Central Lancashire,England,North West,First degree classification,Classification not applicable,2610
10007141,The University of Central Lancashire,England,North West,Level of qualification,Total undergraduate,6385
10007141,The University of Central Lancashire,England,North West,Level of qualification,Total postgraduate,1100
10007141,The University of Central Lancashire,All,All,Level of qualification,Other postgraduate research,5
10007141,The University of Central Lancashire,All,All,Level of qualification,Postgraduate certificate in education,45
10007141,The University of Central Lancashire,All,All,Level of qualification,Other postgraduate taught,435
10007141,The University of Central Lancashire,All,All,Level of qualification,First degree,4880
10007141,The University of Central Lancashire,All,All,Level of qualification,Foundation degree,250
10007141,The University of Central Lancashire,All,All,Level of qualification,HNC/HND,130
10007141,The University of Central Lancashire,All,All,Level of qualification,Masters taught,555
10007141,The University of Central Lancashire,All,All,Level of qualification,Doctorate research,55
10007141,The University of Central Lancashire,All,All,Level of qualification,Professional graduate certificate in education,0
10007141,The University of Central Lancashire,All,All,Level of qualification,Other undergraduate,1130
10007141,The University of Central Lancashire,All,All,Level of qualification,Total,7485
10007141,The University of Central Lancashire,All,All,First degree classification,First class honours,1265
10007141,The University of Central Lancashire,All,All,First degree classification,Upper second class honours,1960
10007141,The University of Central Lancashire,All,All,First degree classification,Lower second class honours,1130
10007141,The University of Central Lancashire,All,All,First degree classification,Third class honours/Pass,305
10007141,The University of Central Lancashire,All,All,First degree classification,Unclassified,220
10007141,The University of Central Lancashire,All,All,First degree classification,Classification not applicable,2610
10007141,The University of Central Lancashire,All,All,Level of qualification,Total undergraduate,6385
10007141,The University of Central Lancashire,All,All,Level of qualification,Total postgraduate,1100
10007141,The University of Central Lancashire,England,All,Level of qualification,Other postgraduate research,5
10007141,The University of Central Lancashire,England,All,Level of qualification,Postgraduate certificate in education,45
10007141,The University of Central Lancashire,England,All,Level of qualification,Other postgraduate taught,435
10007141,The University of Central Lancashire,England,All,Level of qualification,First degree,4880
10007141,The University of Central Lancashire,England,All,Level of qualification,Foundation degree,250
10007141,The University of Central Lancashire,England,All,Level of qualification,HNC/HND,130
10007141,The University of Central Lancashire,England,All,Level of qualification,Masters taught,555
10007141,The University of Central Lancashire,England,All,Level of qualification,Doctorate research,55
10007141,The University of Central Lancashire,England,All,Level of qualification,Professional graduate certificate in education,0
10007141,The University of Central Lancashire,England,All,Level of qualification,Other undergraduate,1130
10007141,The University of Central Lancashire,England,All,Level of qualification,Total,7485
10007141,The University of Central Lancashire,England,All,First degree classification,First class honours,1265
10007141,The University of Central Lancashire,England,All,First degree classification,Upper second class honours,1960
10007141,The University of Central Lancashire,England,All,First degree classification,Lower second class honours,1130
10007141,The University of Central Lancashire,England,All,First degree classification,Third class honours/Pass,305
10007141,The University of Central Lancashire,England,All,First degree classification,Unclassified,220
10007141,The University of Central Lancashire,England,All,First degree classification,Classification not applicable,2610
10007141,The University of Central Lancashire,England,All,Level of qualification,Total undergraduate,6385
10007141,The University of Central Lancashire,England,All,Level of qualification,Total postgraduate,1100
10007848,University of Chester,England,North West,Level of qualification,Other postgraduate research,10
10007848,University of Chester,England,North West,Level of qualification,Postgraduate certificate in education,285
10007848,University of Chester,England,North West,Level of qualification,Other postgraduate taught,580
10007848,University of Chester,England,North West,Level of qualification,First degree,2665
10007848,University of Chester,England,North West,Level of qualification,Foundation degree,190
10007848,University of Chester,England,North West,Level of qualification,HNC/HND,0
10007848,University of Chester,England,North West,Level of qualification,Masters taught,550
10007848,University of Chester,England,North West,Level of qualification,Doctorate research,25
10007848,University of Chester,England,North West,Level of qualification,Professional graduate certificate in education,0
10007848,University of Chester,England,North West,Level of qualification,Other undergraduate,615
10007848,University of Chester,England,North West,Level of qualification,Total,4910
10007848,University of Chester,England,North West,First degree classification,First class honours,510
10007848,University of Chester,England,North West,First degree classification,Upper second class honours,1240
10007848,University of Chester,England,North West,First degree classification,Lower second class honours,745
10007848,University of Chester,England,North West,First degree classification,Third class honours/Pass,170
10007848,University of Chester,England,North West,First degree classification,Unclassified,0
10007848,University of Chester,England,North West,First degree classification,Classification not applicable,2250
10007848,University of Chester,England,North West,Level of qualification,Total undergraduate,3465
10007848,University of Chester,England,North West,Level of qualification,Total postgraduate,1445
10007848,University of Chester,All,All,Level of qualification,Other postgraduate research,10
10007848,University of Chester,All,All,Level of qualification,Postgraduate certificate in education,285
10007848,University of Chester,All,All,Level of qualification,Other postgraduate taught,580
10007848,University of Chester,All,All,Level of qualification,First degree,2665
10007848,University of Chester,All,All,Level of qualification,Foundation degree,190
10007848,University of Chester,All,All,Level of qualification,HNC/HND,0
10007848,University of Chester,All,All,Level of qualification,Masters taught,550
10007848,University of Chester,All,All,Level of qualification,Doctorate research,25
10007848,University of Chester,All,All,Level of qualification,Professional graduate certificate in education,0
10007848,University of Chester,All,All,Level of qualification,Other undergraduate,615
10007848,University of Chester,All,All,Level of qualification,Total,4910
10007848,University of Chester,All,All,First degree classification,First class honours,510
10007848,University of Chester,All,All,First degree classification,Upper second class honours,1240
10007848,University of Chester,All,All,First degree classification,Lower second class honours,745
10007848,University of Chester,All,All,First degree classification,Third class honours/Pass,170
10007848,University of Chester,All,All,First degree classification,Unclassified,0
10007848,University of Chester,All,All,First degree classification,Classification not applicable,2250
10007848,University of Chester,All,All,Level of qualification,Total undergraduate,3465
10007848,University of Chester,All,All,Level of qualification,Total postgraduate,1445
10007848,University of Chester,England,All,Level of qualification,Other postgraduate research,10
10007848,University of Chester,England,All,Level of qualification,Postgraduate certificate in education,285
10007848,University of Chester,England,All,Level of qualification,Other postgraduate taught,580
10007848,University of Chester,England,All,Level of qualification,First degree,2665
10007848,University of Chester,England,All,Level of qualification,Foundation degree,190
10007848,University of Chester,England,All,Level of qualification,HNC/HND,0
10007848,University of Chester,England,All,Level of qualification,Masters taught,550
10007848,University of Chester,England,All,Level of qualification,Doctorate research,25
10007848,University of Chester,England,All,Level of qualification,Professional graduate certificate in education,0
10007848,University of Chester,England,All,Level of qualification,Other undergraduate,615
10007848,University of Chester,England,All,Level of qualification,Total,4910
10007848,University of Chester,England,All,First degree classification,First class honours,510
10007848,University of Chester,England,All,First degree classification,Upper second class honours,1240
10007848,University of Chester,England,All,First degree classification,Lower second class honours,745
10007848,University of Chester,England,All,First degree classification,Third class honours/Pass,170
10007848,University of Chester,England,All,First degree classification,Unclassified,0
10007848,University of Chester,England,All,First degree classification,Classification not applicable,2250
10007848,University of Chester,England,All,Level of qualification,Total undergraduate,3465
10007848,University of Chester,England,All,Level of qualification,Total postgraduate,1445
10007137,The University of Chichester,England,South East,Level of qualification,Other postgraduate research,0
10007137,The University of Chichester,England,South East,Level of qualification,Postgraduate certificate in education,150
10007137,The University of Chichester,England,South East,Level of qualification,Other postgraduate taught,80
10007137,The University of Chichester,England,South East,Level of qualification,First degree,1275
10007137,The University of Chichester,England,South East,Level of qualification,Foundation degree,65
10007137,The University of Chichester,England,South East,Level of qualification,HNC/HND,25
10007137,The University of Chichester,England,South East,Level of qualification,Masters taught,145
10007137,The University of Chichester,England,South East,Level of qualification,Doctorate research,5
10007137,The University of Chichester,England,South East,Level of qualification,Professional graduate certificate in education,40
10007137,The University of Chichester,England,South East,Level of qualification,Other undergraduate,190
10007137,The University of Chichester,England,South East,Level of qualification,Total,1975
10007137,The University of Chichester,England,South East,First degree classification,First class honours,185
10007137,The University of Chichester,England,South East,First degree classification,Upper second class honours,695
10007137,The University of Chichester,England,South East,First degree classification,Lower second class honours,330
10007137,The University of Chichester,England,South East,First degree classification,Third class honours/Pass,60
10007137,The University of Chichester,England,South East,First degree classification,Unclassified,0
10007137,The University of Chichester,England,South East,First degree classification,Classification not applicable,700
10007137,The University of Chichester,England,South East,Level of qualification,Total undergraduate,1590
10007137,The University of Chichester,England,South East,Level of qualification,Total postgraduate,385
10007137,The University of Chichester,All,All,Level of qualification,Other postgraduate research,0
10007137,The University of Chichester,All,All,Level of qualification,Postgraduate certificate in education,150
10007137,The University of Chichester,All,All,Level of qualification,Other postgraduate taught,80
10007137,The University of Chichester,All,All,Level of qualification,First degree,1275
10007137,The University of Chichester,All,All,Level of qualification,Foundation degree,65
10007137,The University of Chichester,All,All,Level of qualification,HNC/HND,25
10007137,The University of Chichester,All,All,Level of qualification,Masters taught,145
10007137,The University of Chichester,All,All,Level of qualification,Doctorate research,5
10007137,The University of Chichester,All,All,Level of qualification,Professional graduate certificate in education,40
10007137,The University of Chichester,All,All,Level of qualification,Other undergraduate,190
10007137,The University of Chichester,All,All,Level of qualification,Total,1975
10007137,The University of Chichester,All,All,First degree classification,First class honours,185
10007137,The University of Chichester,All,All,First degree classification,Upper second class honours,695
10007137,The University of Chichester,All,All,First degree classification,Lower second class honours,330
10007137,The University of Chichester,All,All,First degree classification,Third class honours/Pass,60
10007137,The University of Chichester,All,All,First degree classification,Unclassified,0
10007137,The University of Chichester,All,All,First degree classification,Classification not applicable,700
10007137,The University of Chichester,All,All,Level of qualification,Total undergraduate,1590
10007137,The University of Chichester,All,All,Level of qualification,Total postgraduate,385
10007137,The University of Chichester,England,All,Level of qualification,Other postgraduate research,0
10007137,The University of Chichester,England,All,Level of qualification,Postgraduate certificate in education,150
10007137,The University of Chichester,England,All,Level of qualification,Other postgraduate taught,80
10007137,The University of Chichester,England,All,Level of qualification,First degree,1275
10007137,The University of Chichester,England,All,Level of qualification,Foundation degree,65
10007137,The University of Chichester,England,All,Level of qualification,HNC/HND,25
10007137,The University of Chichester,England,All,Level of qualification,Masters taught,145
10007137,The University of Chichester,England,All,Level of qualification,Doctorate research,5
10007137,The University of Chichester,England,All,Level of qualification,Professional graduate certificate in education,40
10007137,The University of Chichester,England,All,Level of qualification,Other undergraduate,190
10007137,The University of Chichester,England,All,Level of qualification,Total,1975
10007137,The University of Chichester,England,All,First degree classification,First class honours,185
10007137,The University of Chichester,England,All,First degree classification,Upper second class honours,695
10007137,The University of Chichester,England,All,First degree classification,Lower second class honours,330
10007137,The University of Chichester,England,All,First degree classification,Third class honours/Pass,60
10007137,The University of Chichester,England,All,First degree classification,Unclassified,0
10007137,The University of Chichester,England,All,First degree classification,Classification not applicable,700
10007137,The University of Chichester,England,All,Level of qualification,Total undergraduate,1590
10007137,The University of Chichester,England,All,Level of qualification,Total postgraduate,385
10001478,"City, University of London",England,London,Level of qualification,Other postgraduate research,0
10001478,"City, University of London",England,London,Level of qualification,Postgraduate certificate in education,0
10001478,"City, University of London",England,London,Level of qualification,Other postgraduate taught,995
10001478,"City, University of London",England,London,Level of qualification,First degree,2565
10001478,"City, University of London",England,London,Level of qualification,Foundation degree,35
10001478,"City, University of London",England,London,Level of qualification,HNC/HND,0
